StreetName,FullAddress,Post_Code,County,Lat,Long,Nbrhd_Comm
Smith,1741 Smith Ave,95112.0,Santa Clara,37.31371441,-121.8631744,
Capitol,1741 S Capitol Ave,95127.0,Santa Clara,37.34189416,-121.8195642,
Sweetbriar,1741 Sweetbriar Dr,95125.0,Santa Clara,37.28209138,-121.9109824,
Branham,100 Branham Ln E Unit 1210,95111.0,Santa Clara,37.2683617,-121.8222364,
Capitol,1055 N Capitol Ave 112,95133.0,Santa Clara,37.38336755,-121.8600732,
Technology,1741 Technology Dr,95110.0,Santa Clara,37.36803355,-121.920986,
Technology,1741 Technology Dr 100,95110.0,Santa Clara,37.36800567,-121.9210198,
Technology,1741 Technology Dr 130,95110.0,Santa Clara,37.36839083,-121.9206746,
Technology,1741 Technology Dr 200,95110.0,Santa Clara,37.36803439,-121.9209171,
Technology,1741 Technology Dr 250,95110.0,Santa Clara,37.36797905,-121.9209505,
Technology,1741 Technology Dr 260,95110.0,Santa Clara,37.36797821,-121.9210193,
Technology,1741 Technology Dr 300,95110.0,Santa Clara,37.36800651,-121.920951,
Technology,1741 Technology Dr 310,95110.0,Santa Clara,37.36797946,-121.9209161,
Technology,1741 Technology Dr 320,95110.0,Santa Clara,37.367952,-121.9209156,
Technology,1741 Technology Dr 350,95110.0,Santa Clara,37.36803313,-121.9210204,
Capitol,1055 N Capitol Ave 113,95133.0,Santa Clara,37.38340858,-121.8599481,
Technology,1741 Technology Dr 380,95110.0,Santa Clara,37.36797863,-121.9209849,
Technology,1741 Technology Dr 390,95110.0,Santa Clara,37.36803397,-121.9209516,
Technology,1741 Technology Dr 400,95110.0,Santa Clara,37.36800692,-121.9209166,
Technology,1741 Technology Dr 500,95110.0,Santa Clara,37.36800609,-121.9209854,
Terilyn,1741 Terilyn Ave,95122.0,Santa Clara,37.328892,-121.8398305,
Topeka,1741 Topeka Ave,95126.0,Santa Clara,37.32948583,-121.9286209,
University,1741 University Ave,95126.0,Santa Clara,37.3322156,-121.9315823,
Valpico,1741 Valpico Dr,95124.0,Santa Clara,37.27504825,-121.9119514,
Cortina,1741 Via Cortina,95120.0,Santa Clara,37.22147682,-121.9055921,
Vistaglen,1741 Vistaglen Dr,95122.0,Santa Clara,37.34024187,-121.8230765,
Capitol,1055 N Capitol Ave 114,95133.0,Santa Clara,37.38338677,-121.8599506,
Welch,1741 Welch Ave Unit 1,95112.0,Santa Clara,37.31797935,-121.8572015,
Welch,1741 Welch Ave Unit 2,95112.0,Santa Clara,37.31795464,-121.8572351,
Welch,1741 Welch Ave Unit 3,95112.0,Santa Clara,37.31794537,-121.8571704,
Welch,1741 Welch Ave Unit 4,95112.0,Santa Clara,37.31792356,-121.8572005,
Wickham,1741 Wickham Rd,95132.0,Santa Clara,37.40381322,-121.8638825,
Wilcox,1741 Wilcox Way,95125.0,Santa Clara,37.294863,-121.8999656,
Willow Creek,1741 Willow Creek Ct,95124.0,Santa Clara,37.27141847,-121.9126404,
Yerba Buena,1741 Yerba Buena Rd,95121.0,Santa Clara,37.29941435,-121.8040813,
Abington,1742 Abington Ct,95131.0,Santa Clara,37.37528703,-121.8720695,
Capitol,1055 N Capitol Ave 115,95133.0,Santa Clara,37.38346639,-121.8598521,
Aprilsong,1742 Aprilsong Ct,95131.0,Santa Clara,37.37720559,-121.8739154,
Bethany,1742 Bethany Ave,95132.0,Santa Clara,37.40248032,-121.8719952,
Beverly,1742 Beverly Blvd,95116.0,Santa Clara,37.3536876,-121.8553426,
Bevin Brook,1742 Bevin Brook Dr,95112.0,Santa Clara,37.31933838,-121.8546671,
Birch Lake,1742 Birch Lake Ct,95131.0,Santa Clara,37.38480203,-121.8925242,
Braddock,1742 Braddock Ct,95125.0,Santa Clara,37.2950832,-121.9231061,
Cambria,1742 Cambria Ct,95124.0,Santa Clara,37.25320133,-121.9123929,
Cheney,1742 Cheney Dr,95128.0,Santa Clara,37.30577023,-121.9235581,
Cherry Grove,1742 Cherry Grove Dr,95125.0,Santa Clara,37.29249201,-121.9167467,
Coastland,1742 Coastland Ave,95125.0,Santa Clara,37.30059885,-121.8867139,
Capitol,1055 N Capitol Ave 116,95133.0,Santa Clara,37.38344461,-121.8598513,
Commodore,1742 Commodore Dr,95133.0,Santa Clara,37.37110138,-121.8687082,
Comstock,1742 Comstock Ln,95124.0,Santa Clara,37.2777511,-121.9129207,
Cottle,1742 Cottle Ave,95125.0,Santa Clara,37.29531709,-121.89835,
Curtner,1742 Curtner Ave,95124.0,Santa Clara,37.2798654,-121.91269,
Dalton,1742 Dalton Pl,95124.0,Santa Clara,37.24358604,-121.9101794,
Del Paso,1742 Del Paso Ave,95124.0,Santa Clara,37.25401575,-121.9123769,
Dorrance,1742 Dorrance Dr,95125.0,Santa Clara,37.28472964,-121.9122183,
Dry Creek,1742 Dry Creek Rd,95125.0,Santa Clara,37.28659531,-121.9131312,
Duvall,1742 Duvall Dr,95130.0,Santa Clara,37.29043656,-121.9851315,
El Codo,1742 El Codo Way,95124.0,Santa Clara,37.27273739,-121.9137876,
Capitol,1055 N Capitol Ave 117,95133.0,Santa Clara,37.38352967,-121.8599164,
El Dorado,1742 El Dorado Ave,95126.0,Santa Clara,37.33438285,-121.9340489,
Ellen,1742 Ellen Ave,95125.0,Santa Clara,37.29970765,-121.8883125,
Everglade,1742 Everglade Ave,95122.0,Santa Clara,37.3372529,-121.83854,
Ewer,1742 Ewer Dr,95124.0,Santa Clara,37.25679816,-121.9123779,
Fabian,1742 Fabian Dr,95124.0,Santa Clara,37.27352116,-121.9122688,
Fanwood,1742 Fanwood Ct,95133.0,Santa Clara,37.3737788,-121.8705181,
Florida,1742 Florida Ave,95122.0,Santa Clara,37.33097454,-121.8364893,
Glen Una,1742 Glen Una Ave,95125.0,Santa Clara,37.29882919,-121.8899025,
Hallmark,1742 Hallmark Ln,95124.0,Santa Clara,37.26123601,-121.9108541,
Harmil,1742 Harmil Way,95125.0,Santa Clara,37.29925743,-121.8891879,
Capitol,1055 N Capitol Ave 118,95133.0,Santa Clara,37.38350323,-121.8599176,
Harte,1742 Harte Dr,95124.0,Santa Clara,37.27515692,-121.9123017,
Hayford,1742 Hayford Dr,95130.0,Santa Clara,37.29112777,-121.9734315,
Hillsdale,1742 Hillsdale Ave,95124.0,Santa Clara,37.26519492,-121.9125564,
Home Gate,1742 Home Gate Dr,95148.0,Santa Clara,37.34101538,-121.8187623,
Hudson,1742 Hudson Dr,95124.0,Santa Clara,37.27690829,-121.9129127,
Indigo Oak,1742 Indigo Oak Ln,95121.0,Santa Clara,37.29653374,-121.801804,
Karl,1742 Karl St,95122.0,Santa Clara,37.3379142,-121.8271428,
Laurelwood,1742 Laurelwood Dr,95125.0,Santa Clara,37.28222131,-121.9113899,
Lavonne,1742 Lavonne Ave,95116.0,Santa Clara,37.34451695,-121.8463563,
Ledgewood,1742 Ledgewood Dr,95124.0,Santa Clara,37.26450758,-121.9122982,
Capitol,1055 N Capitol Ave 119,95133.0,Santa Clara,37.38346289,-121.8600023,
Loch Ness,1742 Loch Ness Way,95121.0,Santa Clara,37.30547217,-121.8085705,
Maykirk,1742 Maykirk Ct,95124.0,Santa Clara,37.28496344,-121.9138191,
McBain,1742 McBain Ave,95125.0,Santa Clara,37.28922025,-121.9168534,
Mendenhall,1742 Mendenhall Dr,95130.0,Santa Clara,37.29110302,-121.974348,
Mt Kenya,1742 Mt Kenya Dr,95127.0,Santa Clara,37.35158048,-121.7994975,
Mulberry,1742 Mulberry Ln,95125.0,Santa Clara,37.28294236,-121.9118764,
Naglee,1742 Naglee Ave,95126.0,Santa Clara,37.32973994,-121.9289723,
Nomark,1742 Nomark Ct,95125.0,Santa Clara,37.29333971,-121.9034666,
Oldtree,1742 Oldtree Ct,95131.0,Santa Clara,37.40051856,-121.8783699,
Capitol,1055 N Capitol Ave 12,95133.0,Santa Clara,37.38356233,-121.8584537,
Olivetree,1742 Olivetree Dr,95131.0,Santa Clara,37.39799709,-121.8785991,
Orlando,1742 Orlando Dr,95122.0,Santa Clara,37.33253159,-121.8343438,
Park,1742 Park Ave,95126.0,Santa Clara,37.33464967,-121.9246126,
Parkdale,1742 Parkdale Way,95127.0,Santa Clara,37.34612708,-121.8108404,
Sol,1742 Plaza Sol,95131.0,Santa Clara,37.38986005,-121.8902971,
Quimby,1742 Quimby Rd,95122.0,Santa Clara,37.32872544,-121.8208003,
River Birch,1742 River Birch Dr,95131.0,Santa Clara,37.37410663,-121.8742587,
Rock Spring,1742 Rock Spring Dr Unit 1,95112.0,Santa Clara,37.31890022,-121.8559199,
Capitol,1055 N Capitol Ave 120,95133.0,Santa Clara,37.38344328,-121.860007,
Rock Spring,1742 Rock Spring Dr Unit 2,95112.0,Santa Clara,37.31887678,-121.8558852,
Rock Spring,1742 Rock Spring Dr Unit 3,95112.0,Santa Clara,37.31884613,-121.8558548,
Rock Spring,1742 Rock Spring Dr Unit 4,95112.0,Santa Clara,37.31881671,-121.8558214,
Santa Barbara,1742 Santa Barbara Dr,95125.0,Santa Clara,37.29972817,-121.9164545,
Schulte,1742 Schulte Dr,95133.0,Santa Clara,37.36120338,-121.8620159,
Septembersong,1742 Septembersong Ct,95131.0,Santa Clara,37.37844709,-121.8748954,
Seville,1742 Seville Way,95131.0,Santa Clara,37.37946736,-121.8740929,
Shady Creek,1742 Shady Creek Ct,95148.0,Santa Clara,37.35302185,-121.7920218,
Silver Creek,1742 Silver Creek Ct,95121.0,Santa Clara,37.2999844,-121.8037464,
Silverwood,1742 Silverwood Dr,95124.0,Santa Clara,37.26187193,-121.9111739,
Branham,100 Branham Ln E Unit 1211,95111.0,Santa Clara,37.26814824,-121.822176,
Capitol,1055 N Capitol Ave 121,95133.0,Santa Clara,37.38344879,-121.8601429,
Stone,1742 Stone Ave,95125.0,Santa Clara,37.3050836,-121.8742443,
Stone,1742 Stone Ave Ste A,95125.0,Santa Clara,37.3049671,-121.8746089,
Stone,1742 Stone Ave Ste B,95125.0,Santa Clara,37.30487082,-121.8745848,
Terilyn,1742 Terilyn Ave,95122.0,Santa Clara,37.32915481,-121.8393596,
Trudean,1742 Trudean Way,95132.0,Santa Clara,37.40259398,-121.8695273,
University,1742 University Ave,95126.0,Santa Clara,37.33185404,-121.9311391,
Valpico,1742 Valpico Dr,95124.0,Santa Clara,37.27454082,-121.9117497,
Vintner,1742 Vintner Way,95124.0,Santa Clara,37.24545663,-121.9124597,
Vistaglen,1742 Vistaglen Dr,95122.0,Santa Clara,37.33989904,-121.8226804,
Capitol,1055 N Capitol Ave 122,95133.0,Santa Clara,37.38342304,-121.8601436,
Welch,1742 Welch Ave Unit 1,95112.0,Santa Clara,37.31825153,-121.8567619,
Welch,1742 Welch Ave Unit 2,95112.0,Santa Clara,37.31821464,-121.8567352,
Welch,1742 Welch Ave Unit 3,95112.0,Santa Clara,37.31830738,-121.8566553,
Welch,1742 Welch Ave Unit 4,95112.0,Santa Clara,37.31827294,-121.85662,
Willow Creek,1742 Willow Creek Ct,95124.0,Santa Clara,37.27162266,-121.9122105,
Willow Lake,1742 Willow Lake Ln,95131.0,Santa Clara,37.38564666,-121.891424,
Abington,1743 Abington Ct,95131.0,Santa Clara,37.37551013,-121.8722637,
Aprilsong,1743 Aprilsong Ct,95131.0,Santa Clara,37.37758142,-121.8742209,
Balsa,1743 Balsa Ave,95124.0,Santa Clara,37.27248158,-121.913619,
Berryessa,1743 Berryessa Rd,95133.0,Santa Clara,37.37506117,-121.8724909,
Capitol,1055 N Capitol Ave 123,95133.0,Santa Clara,37.38338809,-121.8602301,
Birch Lake,1743 Birch Lake Ct,95131.0,Santa Clara,37.38480587,-121.892807,
Blossom Hill,1743 Blossom Hill Rd,95124.0,Santa Clara,37.23659311,-121.9125008,
Braddock,1743 Braddock Ct,95125.0,Santa Clara,37.29511148,-121.9231075,
Cape Horn,1743 Cape Horn Pl,95133.0,Santa Clara,37.37096405,-121.8682108,
Cathay,1743 Cathay Dr,95122.0,Santa Clara,37.33559425,-121.8312325,
Chaucer,1743 Chaucer Dr,95116.0,Santa Clara,37.34314847,-121.8448508,
Cherry Grove,1743 Cherry Grove Dr,95125.0,Santa Clara,37.29282676,-121.9167849,
Clarence,1743 Clarence Ct,95124.0,Santa Clara,37.28456362,-121.9137823,
Coastland,1743 Coastland Ave,95125.0,Santa Clara,37.30034239,-121.8871931,
Creekstone,1743 Creekstone Cir,95133.0,Santa Clara,37.36873057,-121.8676751,
Capitol,1055 N Capitol Ave 124,95133.0,Santa Clara,37.38336681,-121.8602295,
Crucero,1743 Crucero Dr,95122.0,Santa Clara,37.32799198,-121.8435892,
Curtner,1743 Curtner Ave,95124.0,Santa Clara,37.28025509,-121.9130854,
Dorrance,1743 Dorrance Dr,95125.0,Santa Clara,37.28508603,-121.9126173,
Duvall,1743 Duvall Dr,95130.0,Santa Clara,37.29077921,-121.9855659,
El Codo,1743 El Codo Way,95124.0,Santa Clara,37.27307819,-121.9134911,
Ellen,1743 Ellen Ave,95125.0,Santa Clara,37.29949264,-121.888835,
Fabian,1743 Fabian Dr,95124.0,Santa Clara,37.27396451,-121.9125819,
Fanwood,1743 Fanwood Ct,95133.0,Santa Clara,37.37415004,-121.8708711,
Florida,1743 Florida Ave,95122.0,Santa Clara,37.33068852,-121.8369107,
Glen Una,1743 Glen Una Ave,95125.0,Santa Clara,37.29861379,-121.890379,
Capitol,1055 N Capitol Ave 125,95133.0,Santa Clara,37.38327988,-121.8602506,
Hallmark,1743 Hallmark Ln,95124.0,Santa Clara,37.2616098,-121.9110493,
Harte,1743 Harte Dr,95124.0,Santa Clara,37.27550634,-121.9128167,
Home Gate,1743 Home Gate Dr,95148.0,Santa Clara,37.3406668,-121.8187282,
Hudson,1743 Hudson Dr,95124.0,Santa Clara,37.27720752,-121.9132614,
Indigo Oak,1743 Indigo Oak Ln,95121.0,Santa Clara,37.29682511,-121.8021109,
Jonathan,1743 Jonathan Ave,95125.0,Santa Clara,37.29985169,-121.8880204,
Laurelwood,1743 Laurelwood Dr,95125.0,Santa Clara,37.28253235,-121.9118985,
Lavonne,1743 Lavonne Ave,95116.0,Santa Clara,37.34493098,-121.8467998,
Ledgewood,1743 Ledgewood Dr,95124.0,Santa Clara,37.26490316,-121.912647,
McBain,1743 McBain Ave,95125.0,Santa Clara,37.28987427,-121.9169255,
Capitol,1055 N Capitol Ave 126,95133.0,Santa Clara,37.38326036,-121.8602491,
Monrovia,1743 Monrovia Dr,95122.0,Santa Clara,37.31324528,-121.8156564,
Orlando,1743 Orlando Dr,95122.0,Santa Clara,37.33223404,-121.8348232,
Park,1743 Park Ave,95126.0,Santa Clara,37.33420656,-121.9248058,
Parkside,1743 Parkside Ave,95125.0,Santa Clara,37.30077138,-121.8889458,
Parkview Green,1743 Parkview Green Cir,95131.0,Santa Clara,37.37863241,-121.8829247,
Pine Hollow,1743 Pine Hollow Cir,95133.0,Santa Clara,37.36774908,-121.8612745,
Quimby,1743 Quimby Rd,95122.0,Santa Clara,37.32883144,-121.8209063,
Ramstree,1743 Ramstree Dr,95131.0,Santa Clara,37.3943787,-121.8809919,
Ringwood,1743 Ringwood Ave,95131.0,Santa Clara,37.38799176,-121.8936221,
Capitol,1055 N Capitol Ave 127,95133.0,Santa Clara,37.38322571,-121.8603382,
Rock Spring,1743 Rock Spring Dr Unit 1,95112.0,Santa Clara,37.3184816,-121.856381,
Rock Spring,1743 Rock Spring Dr Unit 2,95112.0,Santa Clara,37.31845849,-121.8564209,
Rock Spring,1743 Rock Spring Dr Unit 3,95112.0,Santa Clara,37.31844336,-121.856348,
Rock Spring,1743 Rock Spring Dr Unit 4,95112.0,Santa Clara,37.3184191,-121.8563834,
Rogers,1743 Rogers Ave,95112.0,Santa Clara,37.37631554,-121.9099611,
Ross,1743 Ross Cir Unit 1,95124.0,Santa Clara,37.25249191,-121.9114938,
Ross,1743 Ross Cir Unit 2,95124.0,Santa Clara,37.25249149,-121.9115282,
Ross,1743 Ross Cir Unit 3,95124.0,Santa Clara,37.25246444,-121.9114933,
Capitol,1055 N Capitol Ave 128,95133.0,Santa Clara,37.383206,-121.8603417,
Ross,1743 Ross Cir Unit 4,95124.0,Santa Clara,37.25246403,-121.9115276,
Santa Barbara,1743 Santa Barbara Dr,95125.0,Santa Clara,37.30016121,-121.9164495,
Septembersong,1743 Septembersong Ct,95131.0,Santa Clara,37.37881732,-121.8752498,
Seville,1743 Seville Way,95131.0,Santa Clara,37.37919288,-121.8744888,
Shady Creek,1743 Shady Creek Ct,95148.0,Santa Clara,37.35295788,-121.7924299,
Shasta,1743 Shasta Ave,95128.0,Santa Clara,37.32491861,-121.9239759,
Silvertree,1743 Silvertree Dr,95131.0,Santa Clara,37.39309093,-121.8821519,
Stokes,1743 Stokes St Unit 1,95126.0,Santa Clara,37.30160224,-121.924712,
Stokes,1743 Stokes St Unit 2,95126.0,Santa Clara,37.30160224,-121.9247442,
Capitol,1055 N Capitol Ave 129,95133.0,Santa Clara,37.38365369,-121.8597338,
Stokes,1743 Stokes St Unit 3,95126.0,Santa Clara,37.30157237,-121.9246744,
Stokes,1743 Stokes St Unit 4,95126.0,Santa Clara,37.30157237,-121.924712,
Sundown,1743 Sundown Ln,95127.0,Santa Clara,37.34367253,-121.8146127,
Sweetbriar,1743 Sweetbriar Dr,95125.0,Santa Clara,37.28189337,-121.9113307,
Valpico,1743 Valpico Dr,95124.0,Santa Clara,37.27496307,-121.9121474,
Willow Creek,1743 Willow Creek Ct,95124.0,Santa Clara,37.271232,-121.9125329,
Willowhurst,1743 Willowhurst Ave,95125.0,Santa Clara,37.293613,-121.9168465,
Abington,1744 Abington Ct,95131.0,Santa Clara,37.37534553,-121.8720135,
Balsa,1744 Balsa Ave,95124.0,Santa Clara,37.27217918,-121.9132786,
Bevin Brook,1744 Bevin Brook Dr,95112.0,Santa Clara,37.31926735,-121.8546531,
Capitol,1055 N Capitol Ave 13,95133.0,Santa Clara,37.38348507,-121.8584793,
Birch Lake,1744 Birch Lake Ct,95131.0,Santa Clara,37.38489474,-121.892682,
Braddock,1744 Braddock Ct,95125.0,Santa Clara,37.29515148,-121.9231068,
Campbell,1744 Campbell Ave,95125.0,Santa Clara,37.28659874,-121.916981,
Cape Aston,1744 Cape Aston Ct,95133.0,Santa Clara,37.37310332,-121.870252,
Cape Misty,1744 Cape Misty Dr,95133.0,Santa Clara,37.37467693,-121.8709322,
Castlegate,1744 Castlegate Dr,95132.0,Santa Clara,37.40545431,-121.8614764,
Cathay,1744 Cathay Dr,95122.0,Santa Clara,37.33577631,-121.8307287,
Coralee,1744 Coralee Dr,95124.0,Santa Clara,37.24863576,-121.9125327,
Cortez,1744 Cortez Ave,95122.0,Santa Clara,37.33772713,-121.83926,
Creekstone,1744 Creekstone Cir,95133.0,Santa Clara,37.36855234,-121.8673021,
Branham,100 Branham Ln E Unit 1212,95111.0,Santa Clara,37.26823789,-121.8220768,
Capitol,1055 N Capitol Ave 130,95133.0,Santa Clara,37.38363368,-121.8597325,
Curtner,1744 Curtner Ave,95124.0,Santa Clara,37.27972934,-121.9128503,
Deer Creek,1744 Deer Creek Ct,95148.0,Santa Clara,37.35294691,-121.7930484,
William,1744 E William St,95116.0,Santa Clara,37.34868892,-121.8501935,
Fabian,1744 Fabian Dr,95124.0,Santa Clara,37.2734443,-121.9124697,
Fallbrook,1744 Fallbrook Ave,95130.0,Santa Clara,37.29047789,-121.9838861,
Flickinger,1744 Flickinger Ave,95131.0,Santa Clara,37.3934783,-121.8814619,
Frobisher,1744 Frobisher Way,95124.0,Santa Clara,37.27848619,-121.9131083,
Fumia,1744 Fumia Dr,95131.0,Santa Clara,37.38935699,-121.8980507,
Guadalupe,1744 Guadalupe Ave,95125.0,Santa Clara,37.30181754,-121.8807491,
Hallmark,1744 Hallmark Ln,95124.0,Santa Clara,37.26116987,-121.9110409,
Capitol,1055 N Capitol Ave 131,95133.0,Santa Clara,37.38358709,-121.8596335,
Harte,1744 Harte Dr,95124.0,Santa Clara,37.27506778,-121.9125165,
Hillsdale,1744 Hillsdale Ave,95124.0,Santa Clara,37.26513509,-121.9127686,
Home Gate,1744 Home Gate Dr,95148.0,Santa Clara,37.34097568,-121.8188584,
Hudson,1744 Hudson Dr,95124.0,Santa Clara,37.27681635,-121.9130475,
Junction,1744 Junction Ave,95112.0,Santa Clara,37.37551311,-121.903862,
June,1744 June Ave,95122.0,Santa Clara,37.33017839,-121.8369202,
Kyra,1744 Kyra Cir,95122.0,Santa Clara,37.31346203,-121.8157176,
Laurelwood,1744 Laurelwood Dr,95125.0,Santa Clara,37.28208288,-121.9116559,
Ledgewood,1744 Ledgewood Dr,95124.0,Santa Clara,37.26443584,-121.9124883,
Leeward,1744 Leeward Dr,95122.0,Santa Clara,37.34098514,-121.8219709,
Capitol,1055 N Capitol Ave 132,95133.0,Santa Clara,37.38356796,-121.8596295,
Locksley Park,1744 Locksley Park Dr,95132.0,Santa Clara,37.40672671,-121.859739,
Maysong,1744 Maysong Ct,95131.0,Santa Clara,37.37785127,-121.8743729,
McDaniel,1744 McDaniel Ave,95126.0,Santa Clara,37.33037302,-121.9298485,
Merrill,1744 Merrill Dr,95124.0,Santa Clara,37.23989342,-121.9125665,
Mirassou,1744 Mirassou Pl,95124.0,Santa Clara,37.24231339,-121.9106566,
Monrovia,1744 Monrovia Dr,95122.0,Santa Clara,37.31304627,-121.8151407,
Morrill,1744 Morrill Ave,95132.0,Santa Clara,37.40400663,-121.8661404,
1st,1744 N 1st St,95112.0,Santa Clara,37.37006338,-121.9158029,
Pine Hollow,1744 Pine Hollow Cir,95133.0,Santa Clara,37.36805156,-121.8616838,
Queens Crossing,1744 Queens Crossing Dr,95132.0,Santa Clara,37.40520345,-121.8637517,
Capitol,1055 N Capitol Ave 133,95133.0,Santa Clara,37.38347515,-121.8596292,
Quimby,1744 Quimby Rd,95122.0,Santa Clara,37.32893745,-121.8210123,
River Birch,1744 River Birch Dr,95131.0,Santa Clara,37.37415746,-121.8741844,
Ross,1744 Ross Cir Unit 1,95124.0,Santa Clara,37.25221758,-121.9106016,
Ross,1744 Ross Cir Unit 2,95124.0,Santa Clara,37.25221717,-121.9106359,
Ross,1744 Ross Cir Unit 3,95124.0,Santa Clara,37.25219012,-121.9106011,
Ross,1744 Ross Cir Unit 4,95124.0,Santa Clara,37.2521897,-121.9106354,
Sageland,1744 Sageland Dr,95131.0,Santa Clara,37.38038673,-121.8758285,
Capitol,1055 N Capitol Ave 134,95133.0,Santa Clara,37.38345559,-121.8596293,
Senter,1744 Senter Rd Unit 1,95112.0,Santa Clara,37.31782538,-121.8574905,
Senter,1744 Senter Rd Unit 2,95112.0,Santa Clara,37.3177954,-121.8575237,
Senter,1744 Senter Rd Unit 3,95112.0,Santa Clara,37.31777575,-121.8575568,
Senter,1744 Senter Rd Unit 4,95112.0,Santa Clara,37.31775332,-121.857598,
Senter,1744 Senter Rd Unit 5,95112.0,Santa Clara,37.31769539,-121.8575716,
Silverwood,1744 Silverwood Dr,95124.0,Santa Clara,37.26181,-121.9113898,
Springsong,1744 Springsong Dr,95131.0,Santa Clara,37.37639916,-121.873564,
Sundown,1744 Sundown Ln,95127.0,Santa Clara,37.34392602,-121.8141895,
Swanston,1744 Swanston Way,95132.0,Santa Clara,37.40525081,-121.870263,
Sweetbriar,1744 Sweetbriar Dr,95125.0,Santa Clara,37.28163523,-121.9106693,
Capitol,1055 N Capitol Ave 135,95133.0,Santa Clara,37.38340953,-121.8595491,
Valpico,1744 Valpico Dr,95124.0,Santa Clara,37.27446192,-121.9119474,
Flores,1744 Via Flores Ct,95132.0,Santa Clara,37.40144183,-121.877229,
Vistaglen,1744 Vistaglen Dr,95122.0,Santa Clara,37.33979921,-121.822842,
San Carlos,1744 W San Carlos St,95128.0,Santa Clara,37.32308924,-121.9234657,
Willow Creek,1744 Willow Creek Ct,95124.0,Santa Clara,37.2714998,-121.9119259,
Willow Lake,1744 Willow Lake Ln,95131.0,Santa Clara,37.38567373,-121.8913817,
Willowhurst,1744 Willowhurst Ave,95125.0,Santa Clara,37.2932107,-121.916854,
Adrian,1745 Adrian Way,95122.0,Santa Clara,37.33758885,-121.826373,
Arroyo De Oro,1745 Arroyo De Oro,95116.0,Santa Clara,37.35904801,-121.8586539,
Balsa,1745 Balsa Ave,95124.0,Santa Clara,37.27242981,-121.913846,
Capitol,1055 N Capitol Ave 136,95133.0,Santa Clara,37.38338973,-121.8595488,
Berryessa,1745 Berryessa Rd,95133.0,Santa Clara,37.37476722,-121.8728001,
Birch Lake,1745 Birch Lake Ct,95131.0,Santa Clara,37.38479308,-121.8928716,
Braddock,1745 Braddock Ct,95125.0,Santa Clara,37.29518296,-121.9231095,
Cambria,1745 Cambria Ct,95124.0,Santa Clara,37.25355033,-121.9128121,
Cape Aston,1745 Cape Aston Ct,95133.0,Santa Clara,37.37345004,-121.8705532,
Cape Misty,1745 Cape Misty Dr,95133.0,Santa Clara,37.3749399,-121.8713758,
Cheney,1745 Cheney Dr,95128.0,Santa Clara,37.30598409,-121.9240808,
Comstock,1745 Comstock Ln,95124.0,Santa Clara,37.27808351,-121.913313,
Coralee,1745 Coralee Dr,95124.0,Santa Clara,37.24897103,-121.912875,
